url,Create Date,Create Location,Date,image_url,Style,Genre,Media,Location,tags,Series,Period,Theme
https://www.wikiart.org/en/marcel-broodthaers/untitled-triptych-1966,1966,,1966,https://uploads2.wikiart.org/00324/images/marcel-broodthaers/1454705051-654.jpg!Large.jpg,Conceptual Art,figurative,assemblage,"Museum of Modern Art (MoMA), New York City, NY, US",,,,
https://www.wikiart.org/en/robert-rauschenberg/blue-urchin-1974,1974,,1974,https://uploads7.wikiart.org/images/robert-rauschenberg/blue-urchin-1974.jpg!Large.jpg,Neo-Dada,figurative,,,Textile,,,
https://www.wikiart.org/en/ludwig-wilding/sbst-2838,,,,https://uploads3.wikiart.org/images/ludwig-wilding/sbst-2838.jpg,Op Art,abstract,silkscreen,,Tire|Automotive tire|Pattern|monochrome|Symmetry|Line|Automotive wheel system|Tread,,,
https://www.wikiart.org/en/camille-pissarro/mountain-landscape-at-saint-thomas-antilles-unfinished,1855,,1855,https://uploads6.wikiart.org/images/camille-pissarro/mountain-landscape-at-saint-thomas-antilles-unfinished.jpg!Large.jpg,Realism,landscape,oil|canvas,Private Collection,Sky|Mountain|Rural area,,,
https://www.wikiart.org/en/roberto-aizenberg/untitled-1990,1990,,1990,https://uploads1.wikiart.org/images/roberto-aizenberg/untitled-1990.jpg,Hard Edge Painting,abstract,,,Sky,,,
https://www.wikiart.org/en/pierre-auguste-renoir/young-woman-reading,,,,https://uploads3.wikiart.org/images/pierre-auguste-renoir/young-woman-reading.jpg!Large.jpg,Impressionism,genre painting,oil|canvas,Private Collection,Human,,,
https://www.wikiart.org/en/kuzma-petrov-vodkin/female-head-1910,1910,,1910,https://uploads7.wikiart.org/images/kuzma-petrov-vodkin/female-head-1910.jpg!Large.jpg,Symbolism,sketch and study,,,Face|Sketch|Forehead|Eyebrow|Head|Chin|Nose|Cheek,,,
https://www.wikiart.org/en/ferdinand-du-puigaudeau/pont-aven-in-the-moonlight,,,,https://uploads0.wikiart.org/00323/images/ferdinand-du-puigaudeau/puigaudeau-ferdinand-du-pont-aven-in-the-moonlight.jpeg!Large.jpeg,Neo-Impressionism,marina|cloudscape,,,,,,
https://www.wikiart.org/en/hiroyuki-tajima/almanac-1967,1967,,1967,https://uploads7.wikiart.org/images/hiroyuki-tajima/almanac-1967.jpg,Sōsaku hanga,abstract,,,Picture frame,,,
https://www.wikiart.org/en/john-crome/a-castle-in-ruins-morning,,,,https://uploads6.wikiart.org/images/john-crome/a-castle-in-ruins-morning.jpg,Romanticism,landscape,,,Sky,,,
https://www.wikiart.org/en/boris-kustodiev/mercahnt-s-wife-1915,1915,,1915,https://uploads7.wikiart.org/images/boris-kustodiev/mercahnt-s-wife-1915.jpg!Large.jpg,Realism,portrait,,,female-portraits|Lady|Victorian fashion|fashion|Dress,,,
https://www.wikiart.org/en/kent-monkman/expelling-the-vices-2014,2014,,2014,https://uploads4.wikiart.org/00309/images/kent-monkman/expelling-the-vices-2014.jpg!Large.jpg,Postcolonial art|Queer art,figurative,,,Mythology,,,
https://www.wikiart.org/en/franz-erhard-walther/kurz-vor-der-d-mmerung-1967,1967,,1967,https://uploads0.wikiart.org/images/franz-erhard-walther/kurz-vor-der-d-mmerung-1967.jpg,Neo-Dada,performance,,,Team,,,
https://www.wikiart.org/en/martin-johnson-heade/white-mountain-landscape-mount-washington-1871,1871,,1871,https://uploads2.wikiart.org/images/martin-johnson-heade/white-mountain-landscape-mount-washington-1871.jpg!Large.jpg,Luminism,landscape,,,Atmospheric phenomenon,,,
https://www.wikiart.org/en/thomas-eakins/studies-for-william-rush-1876,1876,,1876,https://uploads5.wikiart.org/images/thomas-eakins/studies-for-william-rush-1876.jpg!Large.jpg,Realism,sketch and study,,,male-portraits|designs-and-sketches|Sketch|Figure drawing,,,
https://www.wikiart.org/en/helene-schjerfbeck/still-life-in-green-1930,1930,,1930,https://uploads4.wikiart.org/images/helene-schjerfbeck/still-life-in-green-1930.jpg,Expressionism,still life,,,,,,
https://www.wikiart.org/en/maria-primachenko/wild-and-big-eared-1977,1977,,1977,https://uploads3.wikiart.org/images/maria-prymachenko/wild-and-big-eared-1977.jpg!Large.jpg,Naïve Art (Primitivism),mythological painting,paper|gouache,,Organism,,,
https://www.wikiart.org/en/edgar-degas/the-nurse-1873,1873,,1873,https://uploads6.wikiart.org/images/edgar-degas/the-nurse-1873.jpg!Large.jpg,Impressionism,genre painting,oil|canvas,Private Collection,Room,,,
https://www.wikiart.org/en/charles-turner/george-webb-de-renzy-1821,1821,,1821,https://uploads2.wikiart.org/images/charles-turner/george-webb-de-renzy-1821.jpg!Large.jpg,Romanticism,portrait,,,Photograph|Gentleman,,,
https://www.wikiart.org/en/diego-rivera/the-embrace-1923,1923,,1923,https://uploads0.wikiart.org/images/diego-rivera/the-embrace-1923.jpg!Large.jpg,Naïve Art (Primitivism),genre painting,fresco,"Secretariat of Public Education Main Headquarters, Mexico City, Mexico",Holy places|Prophet,,,
https://www.wikiart.org/en/stanley-spencer/rock-roses-old-lodge-taplow-1957,1957,,1957,https://uploads1.wikiart.org/images/stanley-spencer/rock-roses-old-lodge-taplow-1957.jpg!Large.jpg,Neo-Romanticism,landscape,,,gardens-and-parks|Flower|Plant|Tree|spring|Leaf,,,
https://www.wikiart.org/en/lourdes-castro/sombra-projectada-de-adami-1967,1967,,1967,https://uploads7.wikiart.org/images/lourdes-castro/sombra-projectada-de-adami-1967.jpg,Pop Art,figurative,,,,,,
https://www.wikiart.org/en/david-alfaro-siqueiros/carlos-orozco-romero-1918,1918,,1918,https://uploads1.wikiart.org/images/david-alfaro-siqueiros/carlos-orozco-romero-1918.jpg!Large.jpg,Expressionism,portrait,oil|burlap,Private Collection,male-portraits|Lady|Eye,,,
https://www.wikiart.org/en/ion-bitzan/k-m-corpus-1990,1990,,1990,https://uploads5.wikiart.org/images/ion-bitzan/k-m-corpus-1990.jpg,Conceptual Art,installation,,,,,,
https://www.wikiart.org/en/childe-hassam/horticultural-building-world-s-columbian-exposition-chicago,1893,,1893,https://uploads8.wikiart.org/images/childe-hassam/horticultural-building-world-s-columbian-exposition-chicago.jpg!Large.jpg,Impressionism,cityscape,,,streets-and-squares|houses-and-buildings|Botany,,,
https://www.wikiart.org/en/vito-acconci/notes-on-movement-ii-body-as-place-1972,1972,,1972,https://uploads4.wikiart.org/images/vito-acconci/notes-on-movement-ii-body-as-place-1972.jpg,Conceptual Art,figurative,,,Text|Newsprint,,,
https://www.wikiart.org/en/pyotr-konchalovsky/portrait-of-a-e-goncz-1918,1918,,1918,https://uploads6.wikiart.org/images/pyotr-konchalovsky/portrait-of-a-e-goncz-1918.jpg,Cubism,sketch and study,,,female-portraits|Sketch|Figure drawing|Fictional character,,,
https://www.wikiart.org/en/paul-delaroche/peter-the-great-1838,1838,,1838,https://uploads1.wikiart.org/images/hippolyte-delaroche/peter-the-great-1838.jpg,Romanticism|Academicism,portrait,,,Gentleman,,,
https://www.wikiart.org/en/petros-malayan/still-life-with-a-portrait-of-a-girl-1981,1981,,1981,https://uploads5.wikiart.org/00316/images/petros-malayan/still-life-with-a-portrait-of-a-girl-1981.jpg,Expressionism,still life,,,,,,
https://www.wikiart.org/en/martiros-sarian/gathering-peaches-in-the-collective-farm-in-armenia-1938,1938,,1938; Armenia|1938,https://uploads7.wikiart.org/images/martiros-saryan/gathering-peaches-in-the-collective-farm-in-armenia-1938.jpg!Large.jpg,Expressionism,genre painting,oil|canvas,,summer|harvesting|Tree,,,
https://www.wikiart.org/en/pierre-auguste-renoir/portrait-of-a-woman-3,,,,https://uploads5.wikiart.org/images/pierre-auguste-renoir/portrait-of-a-woman-3.jpg!Large.jpg,Impressionism,portrait,oil|canvas,Private Collection,Face|Cheek|Lady|Lip,,,
https://www.wikiart.org/en/martin-johnson-heade/seascape-sunset,,,,https://uploads7.wikiart.org/images/martin-johnson-heade/seascape-sunset.jpg!Large.jpg,Luminism,marina,,,Sky|Wave|Sea|Horizon|Wind wave|Ocean|Sunset|Sunrise|Coast|Evening,,,
https://www.wikiart.org/en/lee-ufan/from-point-1978,1978,,1978,https://uploads3.wikiart.org/images/lee-ufan/from-point-1978.jpg,Minimalism,abstract,,,Beige|Rug,,,
https://www.wikiart.org/en/charles-gibbons/after-the-rain-5-2010-2010,2010,,2010,https://uploads5.wikiart.org/00410/images/charles-gibbons/after-the-rain-5-2010.jpg!Large.jpg,Action painting|Abstract Art,abstract,acrylic,,,,,
https://www.wikiart.org/en/george-mavroides/landscape,,,,https://uploads5.wikiart.org/images/george-mavroides/landscape.jpg,Expressionism,landscape,,,,,,
https://www.wikiart.org/en/arman-manookian/old-kahala-home-1928,1928,,1928,https://uploads7.wikiart.org/images/arman-manookian/old-kahala-home-1928.jpg!Large.jpg,Naïve Art (Primitivism),landscape,,,Plant,,,
https://www.wikiart.org/en/edward-hopper/seven-a-m,1948,,1948,https://uploads3.wikiart.org/images/edward-hopper/seven-a-m.jpg!Large.jpg,New Realism,cityscape,oil|canvas,"Whitney Museum of American Art, New York City, NY, US",houses-and-buildings|forests-and-trees|Property|Building|House,,,
https://www.wikiart.org/en/eduard-von-gebhardt/let-the-little-children-come-unto-me-1908,1908,,1908,https://uploads4.wikiart.org/images/eduard-von-gebhardt/let-the-little-children-come-unto-me-1908.jpg,Realism,religious painting,,,People,,,
https://www.wikiart.org/en/gazmend-freitag/nu,2011,,2011; Austria|2011,https://uploads8.wikiart.org/00208/images/gazmend-freitag/3000-nu.jpg!Large.jpg,Contemporary Realism,nude painting (nu),oil|canvas,,female-nude|Lady|Mythology,,,
https://www.wikiart.org/en/sheila-hicks/menhir-ii-1969,1969,,1969,https://uploads6.wikiart.org/images/sheila-hicks/menhir-ii-1969.jpg,Minimalism,installation,,,Trunk|Tree,,,
https://www.wikiart.org/en/bernadette-resha/spring-morning-2015,2015,,2015,https://uploads8.wikiart.org/00314/images/bernadette-resha/spring-morning.jpg!Large.jpg,Outsider art,animal painting,,,Bird|robin|European robin|Songbird|Perching bird,,,
https://www.wikiart.org/en/shirin-neshat/untitled-muslim-and-jewish-hands-2005,2005,,2005,https://uploads2.wikiart.org/00333/images/shirin-neshat/untitled-muslim-and-jewish-hands-2005.jpg,Feminist Art|Contemporary,photo,,,,,,
https://www.wikiart.org/en/john-miller/coco-beach-goa,,,,https://uploads6.wikiart.org/images/john-miller/coco-beach-goa.jpg!Large.jpg,Contemporary Realism,landscape,,,Sky|Sea|Azure|Ocean|Shore|Beach|Coastal and oceanic landforms|Tropics,,,
https://www.wikiart.org/en/louise-bourgeois/cell-xviii-portrait-2002,2002,,2002|2002; United States,https://uploads2.wikiart.org/images/louise-bourgeois/cell-xviii-portrait-2002.jpg,Confessional Art,installation,,,allegories-and-symbols|prisons-and-prisoners,,,
https://www.wikiart.org/en/mikalojus-ciurlionis/thoughts-1907,1907,,1907,https://uploads5.wikiart.org/images/mikalojus-ciurlionis/thoughts-1907.jpg!Large.jpg,Symbolism,marina,,,boats-and-ships|seas-and-oceans,,,
https://www.wikiart.org/en/helene-schjerfbeck/school-girl-in-black-1908,1908,,1908,https://uploads5.wikiart.org/images/helene-schjerfbeck/school-girl-in-black-1908.jpg,Expressionism,portrait,,,Lady,,,
https://www.wikiart.org/en/walter-battiss/green-beach,,,,https://uploads5.wikiart.org/images/walter-battiss/green-beach.jpg,Pop Art|Naïve Art (Primitivism),figurative,,,Water,,,
https://www.wikiart.org/en/sheikh-hamdullah/k-ta-1,,,,https://uploads3.wikiart.org/images/sheikh-hamdullah/k-ta-1.jpg!Large.jpg,Ottoman Period,calligraphy,,,Majorelle blue|Picture frame,,,
https://www.wikiart.org/en/berthe-morisot/young-woman-in-a-blue-blouse,1889,,1889,https://uploads5.wikiart.org/images/berthe-morisot/young-woman-in-a-blue-blouse.jpg!Large.jpg,Impressionism,portrait,pastel,Private Collection,female-portraits|Lady|1880s paintings from France,,,
https://www.wikiart.org/en/stephen-mopope/two-eagle-dancers-1936,1936,,1936,https://uploads7.wikiart.org/00333/images/stephen-mopope/two-eagle-dancers-1936.jpg!Large.jpg,Native Art,figurative,,,,,,
https://www.wikiart.org/en/armand-vaillancourt/l-humain,1963,,1963,https://uploads8.wikiart.org/images/armand-vaillancourt/l-humain.jpg!Large.jpg,Abstract Expressionism,sculpture,,,,,,
https://www.wikiart.org/en/sergiy-grigoriev/girls-in-front-of-the-lake-1988,1988,,1988,https://uploads8.wikiart.org/00124/images/sergiy-grigoriev/girls-in-front-of-the-lake-1988.jpg!Large.jpg,Socialist Realism|Impressionism,nude painting (nu),oil|canvas,,People in nature,,,
https://www.wikiart.org/en/romero-britto/cat,,,,https://uploads5.wikiart.org/images/romero-britto/cat.jpg,Neo-Pop Art,animal painting,,,,,,
https://www.wikiart.org/en/vasily-surikov/wanderer-1886,1886,Moscow,"1886; Moscow, Russian Federation|Moscow|1886",https://uploads8.wikiart.org/images/vasily-surikov/wanderer-1886.jpg!Large.jpg,Realism,sketch and study,watercolor|paper,,male-portraits|characters-and-emotions,,,
https://www.wikiart.org/en/jean-auguste-dominique-ingres/amedee-david-the-comte-de-pastoret-1826,1826,,1826,https://uploads4.wikiart.org/images/jean-auguste-dominique-ingres/amedee-david-the-comte-de-pastoret-1826.jpg!Large.jpg,Neoclassicism,portrait,oil|canvas,"Art Institute of Chicago, Chicago, IL, US",male-portraits|Lady,,,
https://www.wikiart.org/en/werner-peiner/african-landscape,,,,https://uploads8.wikiart.org/00222/images/werner-peiner/afrikanische-landschaft-aquarell-und-tusche.jpg!Large.jpg,Expressionism,landscape,watercolor|tusche,,Sky|Nature|Tree|Atmospheric phenomenon|Natural landscape|Branch|Atmosphere|Brown,,,
https://www.wikiart.org/en/penry-williams/swansea-1830,1830,,1830,https://uploads3.wikiart.org/00360/images/penry-williams/acnmw-acnmw-da002168-001.jpg!Large.jpg,Romanticism,landscape,oil|canvas,"National Museum Cardiff, Cardiff, UK",,,,
https://www.wikiart.org/en/huang-yongyu/horses,,,,https://uploads7.wikiart.org/images/huang-yongyu/horses.jpg,Abstract Expressionism,animal painting,,,Sketch,,,
https://www.wikiart.org/en/louis-soutter/femmes-sur-un-banc,,,,https://uploads3.wikiart.org/images/louis-soutter/femmes-sur-un-banc.jpg!Large.jpg,Art Brut,genre painting,,,,,,
https://www.wikiart.org/en/eugene-boudin/near-camaret,1872,,c.1872; France|1872,https://uploads6.wikiart.org/images/eugene-boudin/near-camaret.jpg!Large.jpg,Impressionism,marina,oil,Private Collection,boats-and-ships|Boat|Vehicle|Sailing ship|Watercraft|Mast|Clipper|Ship of the line|Calm|East indiaman,,,
https://www.wikiart.org/en/john-hoyland/memphis-1980,1980,,1980,https://uploads5.wikiart.org/images/john-hoyland/memphis-1980.jpg!Large.jpg,Abstract Expressionism,abstract,,,,,,
https://www.wikiart.org/en/thomas-cole/the-hunter-s-return-1845,1845,,1845,https://uploads7.wikiart.org/images/thomas-cole/the-hunter-s-return-1845.jpg!Large.jpg,Romanticism,landscape,oil|canvas,"Amon Carter Museum of American Art, Fort Worth, TX, US",cottages-and-farmhouses|forests-and-trees|mountains|Nature|Natural landscape|Sky|Mountain|Mountainous landforms|Wilderness|Tree|Highland,,,
https://www.wikiart.org/en/frank-w-benson/children-in-the-woods-1898,1898,,1898,https://uploads2.wikiart.org/00191/images/frank-w-benson/children-in-the-woods-1898-frank-weston-benson-2.jpg,Impressionism,genre painting|portrait,,,Lady,,,
https://www.wikiart.org/en/vasily-vereshchagin/gate-near-the-qutub-minar-old-delhi-1875,1875,,1875,https://uploads4.wikiart.org/images/vasily-vereshchagin/gate-near-the-qutub-minar-old-delhi-1875.jpg!Large.jpg,Realism|Orientalism,cityscape,,,gates-and-towers|Arch|Holy places|Medieval architecture|Building|Arcade,,,
https://www.wikiart.org/en/john-henry-twachtman/scene-along-a-dutch-river,1885,,1885,https://uploads8.wikiart.org/images/john-henry-twachtman/scene-along-a-dutch-river.jpg!Large.jpg,Impressionism,landscape,oil|canvas,Private Collection,rivers-and-waterfalls|Boat|Calm|Vehicle,,,
https://www.wikiart.org/en/heorhiy-narbut/playing-cards-1917-1,1917,Kiev,"Kiev|1917|1917; Kiev, Ukraine",https://uploads5.wikiart.org/images/heorhiy-narbut/playing-cards-1917-1.jpg,Art Nouveau (Modern),design,,,cossacks|Head|Forehead|Cheek,,Kievan period,
https://www.wikiart.org/en/jan-matejko/john-ii-casimir,,,,https://uploads7.wikiart.org/images/jan-matejko/john-ii-casimir.jpg!Large.jpg,Romanticism,portrait,,,male-portraits|famous-people,Kings and queens of Poland,,
https://www.wikiart.org/en/aubrey-beardsley/the-death-of-pierrot,1896,,1896,https://uploads8.wikiart.org/images/aubrey-beardsley/the-death-of-pierrot.jpg!Large.jpg,Art Nouveau (Modern),illustration,,,fictional-characters|Pierrot,,,
https://www.wikiart.org/en/ivan-mrkvicka/zadushnitsa-1890,1890,,1890|c.1890; Bulgaria,https://uploads1.wikiart.org/00242/images/ivan-mrkvicka/zaduchnicsa-1890.jpg!Large.jpg,Impressionism,genre painting,oil,,,,,
https://www.wikiart.org/en/dante-gabriel-rossetti/portrait-of-mrs-georgin-a-fernandez-1874,1874,,1874,https://uploads7.wikiart.org/images/dante-gabriel-rossetti/portrait-of-mrs-georgin-a-fernandez-1874.jpg!Large.jpg,Romanticism,portrait,paper|pastel,Private Collection,female-portraits|Hair|Face|Hairstyle|Lady|Chin|Eyebrow|Lip|Beauty|Forehead,,,
https://www.wikiart.org/en/john-henry-twachtman/venice,1881,,1881,https://uploads7.wikiart.org/images/john-henry-twachtman/venice.jpg!Large.jpg,Impressionism,cityscape,watercolor,Private Collection,rivers-and-waterfalls|boats-and-ships|Boat|Vehicle|Venice,,,
https://www.wikiart.org/en/john-singer-sargent/head-of-ana-capri-girl-1878,1878,,1878,https://uploads0.wikiart.org/images/john-singer-sargent/head-of-ana-capri-girl-1878.jpg!Large.jpg,Realism,sketch and study,oil|canvas,Private Collection,female-portraits|Face|Hair|Chin|Head|Neck|Hairstyle|Forehead|Nose|Capri,,,
https://www.wikiart.org/en/donald-judd/untitled-1968,1968,,1968,https://uploads4.wikiart.org/00336/images/donald-judd/untitled-1968.jpg!Large.jpg,Minimalism,sculpture,,,,,,
https://www.wikiart.org/en/nadar/catacombes-de-paris-1861-20,1861,,1861,https://uploads8.wikiart.org/00335/images/nadar/nadar-catacombes-de-paris-nps-37.jpg!Large.jpg,Pictorialism,photo|cityscape,photography,,,Catacombs of Paris,,
https://www.wikiart.org/en/marianne-north/delete-1,,,,https://uploads2.wikiart.org/images/marianne-north/delete-1.jpg,,flower painting,,,Flower|Giant granadilla|Plant|Flowering plant|Passion flower|Leaf|Passion flower family|Fruit,,,
https://www.wikiart.org/en/vasily-polenov/head-of-christ-1,1887,,1887,https://uploads2.wikiart.org/images/vasily-polenov/head-of-christ-1.jpg!Large.jpg,Realism,sketch and study,,,Christianity|Jesus-Christ|Head|Chin|Facial hair|Forehead|Human|Eye,,,
https://www.wikiart.org/en/john-james-audubon/plate-83-house-wren,,,,https://uploads0.wikiart.org/images/john-james-audubon/plate-83-house-wren.jpg!Large.jpg,Naturalism,illustration,,,,Birds of America 1827-1838,,
https://www.wikiart.org/en/hiroshige/a-snowy-gorge,,,,https://uploads3.wikiart.org/images/hiroshige/a-snowy-gorge.jpg!Large.jpg,Ukiyo-e,landscape,,,forests-and-trees|mountains|Tree|Sketch|Botany|Plant,,,
