url,Create Date,Create Location,image_url,Date,Style,Genre,tags,Period,Media,Theme,Location,Series
https://www.wikiart.org/en/anna-ostroumova-lebedeva/perspective-of-the-constantine-palace-1923,1923,,https://uploads2.wikiart.org/images/anna-ostroumova-lebedeva/perspective-of-the-constantine-palace-1923.jpg!Large.jpg,1923; Russian Federation|1923,Art Nouveau (Modern),landscape,gardens-and-parks,,,,,
https://www.wikiart.org/en/viktor-vasnetsov/m-i-ryazantseva-1901,1901,,https://uploads8.wikiart.org/images/viktor-vasnetsov/m-i-ryazantseva-1901.jpg!Large.jpg,1901,Symbolism,portrait,female-portraits|Lady,,,,,
https://www.wikiart.org/en/pablo-picasso/man-with-guitar-1913,1913,,https://uploads5.wikiart.org/images/pablo-picasso/man-with-guitar-1913.jpg!Large.jpg,1913,Synthetic Cubism,genre painting,musical-instruments,Cubist Period,oil|canvas,,,
https://www.wikiart.org/en/pablo-picasso/harlequin-leaning-1909,1909,,https://uploads6.wikiart.org/images/pablo-picasso/harlequin-leaning-1909.jpg,1909,Analytical Cubism,portrait,male-portraits|Harlequin|actors-and-performances|Leaf,Cubist Period,,Harlequin,,
https://www.wikiart.org/en/john-french-sloan/blond-nude-and-flowers-1929,1929,,https://uploads7.wikiart.org/images/john-french-sloan/blond-nude-and-flowers-1929.jpg!Large.jpg,1929,New Realism,nude painting (nu),flowers-and-plants|female-nude|furniture-and-decoration|Mythology,,oil,,,
https://www.wikiart.org/en/edward-hicks/a-may-morning-view-of-the-farm-and-stock-of-david-leedon-1849,1849,,https://uploads0.wikiart.org/images/edward-hicks/a-may-morning-view-of-the-farm-and-stock-of-david-leedon-1849.jpg!Large.jpg,1849,Naïve Art (Primitivism),animal painting,Sky|House|Rural area|Cloud,,,,,
https://www.wikiart.org/en/jack-tworkov/red-robe-1947,1947,,https://uploads5.wikiart.org/images/jack-tworkov/red-robe-1947.jpg,1947,Abstract Expressionism,figurative,costume design,,,,,
https://www.wikiart.org/en/walasse-ting/ladies-with-parrots,,,https://uploads2.wikiart.org/images/walasse-ting/ladies-with-parrots.jpg,,Naïve Art (Primitivism)|Pop Art,figurative,Bird|Parrot|Macaw,,,,,
https://www.wikiart.org/en/gazmend-freitag/ursula,2018,,https://uploads7.wikiart.org/00208/images/gazmend-freitag/u-3000.jpg!Large.jpg,2018|2018; Austria,Contemporary Realism,genre painting|portrait,Bicycle|Bicycle wheel|Vehicle|Bicycle accessory|Bicycle frame,,oil|canvas,,,
https://www.wikiart.org/en/arthur-beecher-carles/summer-evening-france-1910,1910,,https://uploads1.wikiart.org/images/arthur-beecher-carles/summer-evening-france-1910.jpg!Large.jpg,1910,Post-Impressionism,genre painting,,,,,,
https://www.wikiart.org/en/alaa-awad/portrait-2018,2018,,https://uploads6.wikiart.org/00207/images/alaa-awad/alaa-awad-portrait03.jpg!Large.jpg,2018,Neo-Expressionism,portrait,Cheek,,,,,
https://www.wikiart.org/en/jacek-yerka/time-of-mushrooms-2011,2011,,https://uploads5.wikiart.org/images/jacek-yerka/time-of-mushrooms-2011.jpg!Large.jpg,2011; Poland|2011,Surrealism,landscape,mushrooms,,colored pencils,,,
https://www.wikiart.org/en/diego-rivera/colonisation-the-great-city-of-tenochtitlan-1952,1952,,https://uploads5.wikiart.org/images/diego-rivera/colonisation-the-great-city-of-tenochtitlan-1952.jpg!Large.jpg,1952,Muralism,history painting,Textile|Middle ages,,,,"Palacio Nacional, Mexico City, Mexico",
https://www.wikiart.org/en/aleksey-savrasov/forest-1877,1877,,https://uploads8.wikiart.org/images/aleksey-savrasov/forest-1877.jpg!Large.jpg,1877,Realism,landscape,forests-and-trees|Tree|Woody plant|monochrome|Line|Plant,,,,,
https://www.wikiart.org/en/andre-derain/yacht-1905,1905,,https://uploads3.wikiart.org/images/andre-derain/yacht-1905.jpg!Large.jpg,1905,Fauvism,genre painting,boats-and-ships|Vehicle,,oil|canvas,,,
https://www.wikiart.org/en/theophile-steinlen/le-cri-de-paris-1905-1,1905,,https://uploads3.wikiart.org/images/theophile-steinlen/le-cri-de-paris-1905-1.jpg!Large.jpg,1905,Realism,illustration,Text,,,,,
https://www.wikiart.org/en/aleksey-ivanovich-korzukhin/in-the-monastery-hotel-1882,1882,,https://uploads8.wikiart.org/00197/images/aleksey-ivanovich-korzukhin/1882.jpg!Large.jpg,1882,Realism,genre painting,,,,,,
https://www.wikiart.org/en/henri-matisse/not-identified-15,1919,,https://uploads2.wikiart.org/images/henri-matisse/not-identified-15.jpg!Large.jpg,1919,Post-Impressionism,portrait,Head|Cheek,,,,,
https://www.wikiart.org/en/ancient-greek-painting/winged-victory-of-samothrace,190 BC,,https://uploads0.wikiart.org/00309/images/ancient-greek-painting/winged-victory-of-samothrace.jpg!Large.jpg,190 BC,Hellenistic,sculpture,Classical sculpture|Statue|Stone carving|Monument|Carving|Relief,,,,,
https://www.wikiart.org/en/karl-schmidt-rottluff/self-portrait-with-cigar-1919,1919,,https://uploads3.wikiart.org/images/karl-schmidt-rottluff/self-portrait-with-cigar-1919.jpg,1919,Expressionism,self-portrait,,,,,,
https://www.wikiart.org/en/victor-zaretsky/kaif-1989,1989,,https://uploads3.wikiart.org/00126/images/victor-zaretsky/kaif-1989.jpg!Large.jpg,1989,Expressionism,sketch and study,Sketch,,,,,
https://www.wikiart.org/en/gazmend-freitag/the-nibelungen-bridge-in-linz,2013,,https://uploads1.wikiart.org/00111/images/gazmend-freitag/nibelungen-br-cke.jpg!Large.jpg,2013,Contemporary Realism,landscape,Water,,oil|canvas,,,
https://www.wikiart.org/en/maurice-prendergast/picking-flowers-1891,1891,,https://uploads2.wikiart.org/images/maurice-prendergast/picking-flowers-1891.jpg!Large.jpg,1891,Impressionism,genre painting,flowers-and-plants|male-portraits,,paper|watercolor,,Private Collection,
https://www.wikiart.org/en/john-james-audubon/plate-111-pileated-woodpecker,,,https://uploads1.wikiart.org/images/john-james-audubon/plate-111-pileated-woodpecker.jpg!Large.jpg,,Naturalism,illustration,Pileated woodpecker|Bird|Woodpecker|Botany|Piciformes|Plant,,,,,Birds of America 1827-1838
https://www.wikiart.org/en/emil-filla/zena-v-kresle-s-knihou,1930,,https://uploads3.wikiart.org/00178/images/emil-filla/emil-filla-ena-v-k-esle-s-knihou1930.JPG!Large.JPG,1930,Cubism,,,,,,,
https://www.wikiart.org/en/honore-daumier/don-quixote-and-sancho-pansa,,,https://uploads5.wikiart.org/images/honore-daumier/don-quixote-and-sancho-pansa.jpg!Large.jpg,,Realism,literary painting,animals|horses|fictional-characters|Don-Quixote|Rocinante|Sancho-Panza|Working animal|Tree,,oil|panel,,,Don Quixote
https://www.wikiart.org/en/albert-bloch/mountain,,,https://uploads1.wikiart.org/images/albert-bloch/mountain.jpg!Large.jpg,,Expressionism,landscape,lonely figures|mountains,,,,,
https://www.wikiart.org/en/donald-judd/untitled-1977,1977,,https://uploads4.wikiart.org/00336/images/donald-judd/untitled-1977.jpg!Large.jpg,1977,Minimalism,sculpture,,,,,,
https://www.wikiart.org/en/alfred-freddy-krupa/my-dear-myanmar-friend-aung-1998,1998,Tokyo,https://uploads3.wikiart.org/00239/images/alfred-freddy-krupa/aung.jpg!Large.jpg,"Tokyo|1998; Tokyo, Japan|1998",Photorealism,portrait,Photograph|monochrome|Snapshot|Standing|Monochrome photography,,photography,,,
https://www.wikiart.org/en/wojciech-siudmak/eternal-flame-1,,,https://uploads3.wikiart.org/images/wojciech-siudmak/eternal-flame-1.jpg!Large.jpg,,Fantastic Realism,symbolic painting,allegories-and-symbols,,,,,
https://www.wikiart.org/en/roman-opalka/1-00-detail-868-149-893-746-1967-71-1965,1971,,https://uploads6.wikiart.org/images/roman-opalka/1-00-detail-868-149-893-746-1967-71-1965.jpg!Large.jpg,1971,Conceptual Art,abstract,,,,,"National Gallery of Australia (NGA), Canberra, Australia",
https://www.wikiart.org/en/berthe-morisot/in-the-bois-de-boulogne,1879,,https://uploads0.wikiart.org/images/berthe-morisot/in-the-bois-de-boulogne.jpg!Large.jpg,1879,Impressionism,genre painting,gardens-and-parks|forests-and-trees|Tree,,oil|canvas,,"Nationalmuseum, Stockholm, Sweden",
https://www.wikiart.org/en/gustave-caillebotte/man-at-the-window-1875,1875,,https://uploads4.wikiart.org/images/gustave-caillebotte/man-at-the-window-1875.jpg!Large.jpg,1875,Impressionism,genre painting,male-portraits|doors-and-windows|Gentleman,,oil|canvas,,Private Collection,
https://www.wikiart.org/en/philip-wilson-steer/walberswick-children-paddling-1891,1891,,https://uploads6.wikiart.org/images/philip-wilson-steer/walberswick-children-paddling-1891.jpg,1891,Impressionism,genre painting,children,,oil|canvas,,"Fitzwilliam Museum (University of Cambridge), Cambridge, UK",
https://www.wikiart.org/en/henri-manguin/le-the-a-la-flora-1912,1912,,https://uploads6.wikiart.org/00329/images/henri-manguin/le-th-la-flora.jpg!Large.jpg,1912,Post-Impressionism,genre painting,,,,,,
https://www.wikiart.org/en/orest-kiprensky/portrait-of-anna-furman-1816,1816,,https://uploads6.wikiart.org/images/orest-kiprensky/portrait-of-anna-furman-1816.jpg!Large.jpg,1816,Romanticism,portrait,Hair|Lady|Chin|Cheek|Lip|Neck,,oil|canvas,,,
https://www.wikiart.org/en/jacek-malczewski/courtyard-in-zoo,,,https://uploads4.wikiart.org/images/jacek-malczewski/courtyard-in-zoo.jpg!Large.jpg,,Impressionism,cityscape,houses-and-buildings|Sky|Tree,,,,,
https://www.wikiart.org/en/frederic-leighton/psamathe,1880,,https://uploads6.wikiart.org/images/frederic-leighton/psamathe.jpg!Large.jpg,1880|c.1880; United Kingdom,Academicism,mythological painting,female-nude|Mythology|Sitting,,oil|canvas,,,
https://www.wikiart.org/en/hans-haacke/colllateral,,,https://uploads2.wikiart.org/images/hans-haacke/colllateral.jpg,,Conceptual Art,installation,Product|Storage basket|Vehicle,,,,,
https://www.wikiart.org/en/william-holman-hunt/rienzi-vowing-to-obtain-justice-for-the-death-of-his-young-brother-slain-in-a-skirmish-between-1848,1848,,https://uploads0.wikiart.org/images/william-holman-hunt/rienzi-vowing-to-obtain-justice-for-the-death-of-his-young-brother-slain-in-a-skirmish-between-1848.jpg!Large.jpg,1848,Romanticism,illustration,Mythology|pilgrims,,oil|canvas,,Private Collection,
https://www.wikiart.org/en/camille-pissarro/red-roofs-corner-of-a-village-winter-1877,1877,,https://uploads2.wikiart.org/images/camille-pissarro/red-roofs-corner-of-a-village-winter-1877.jpg!Large.jpg,1877,Impressionism,landscape,Nature|Tree|Natural landscape|autumn|Leaf|Northern hardwood forest,,oil|canvas,,"Musée d'Orsay, Paris, France",
https://www.wikiart.org/en/paul-klee/women-in-their-sunday-best-1928,1928,,https://uploads6.wikiart.org/images/paul-klee/women-in-their-sunday-best-1928(1).jpg!Large.jpg,1928,Expressionism,portrait,female-portraits,Bauhaus,oil|canvas,,,
https://www.wikiart.org/en/suzanne-valadon/self-portrait-1927,1927,Paris,https://uploads5.wikiart.org/images/suzanne-valadon/self-portrait-1927.jpg!Large.jpg,"1927; Paris, France|1927|Paris",Post-Impressionism,self-portrait,famous-people|female-portraits|Suzanne-Valadon|Lady,,,,,
https://www.wikiart.org/en/rodolfo-arico/poligonale-orfico-1988,1988,,https://uploads6.wikiart.org/images/rodolfo-arico/poligonale-orfico-1988.jpg,1988,Minimalism,abstract,Lighting,,,,,
https://www.wikiart.org/en/jacek-yerka/palestine-1979,1979,,https://uploads6.wikiart.org/images/jacek-yerka/palestine-1979.jpg!Large.jpg,1979,Surrealism,poster,battles-and-wars|Palestine|parts-of-human-body|Arab–Israeli-conflict|Hand|Line|Finger|Sketch,,print,,,
https://www.wikiart.org/en/jessica-stockholder/untitled-1990,1990,,https://uploads3.wikiart.org/images/jessica-stockholder/untitled-1990.jpg,1990,Post-Minimalism,installation,Orange|Table|Furniture|Textile,,,,,
https://www.wikiart.org/en/richard-paul-lohse/bewegung-von-dunkelgelb-ber-rot-violett-blau-zu-gr-nem-zentrum-1952,1952,,https://uploads2.wikiart.org/images/richard-paul-lohse/bewegung-von-dunkelgelb-ber-rot-violett-blau-zu-gr-nem-zentrum-1952.jpg,1952,Concretism,abstract,Orange|Turquoise|Pattern|Tints and shades,,,,,
https://www.wikiart.org/en/boris-kustodiev/portrait-of-a-man-1922,1922,,https://uploads0.wikiart.org/images/boris-kustodiev/portrait-of-a-man-1922.jpg!Large.jpg,1922,Realism,portrait,male-portraits|Retro style,,,,,
https://www.wikiart.org/en/edouard-cortes/the-lido-champs-elysees,,,https://uploads0.wikiart.org/images/edouard-cortes/the-lido-champs-elysees.jpg!Large.jpg,,Post-Impressionism,cityscape,streets-and-squares|houses-and-buildings,,oil|canvas,,Private Collection,
https://www.wikiart.org/en/barnett-newman/the-third-1964,1964,,https://uploads0.wikiart.org/images/barnett-newman/the-third-1964.jpg!Large.jpg,1964; United States|1964,Color Field Painting,abstract,Orange|Peach,,,,,
https://www.wikiart.org/en/roy-lichtenstein/interior-with-water-lilies-1991,1991,,https://uploads3.wikiart.org/images/roy-lichtenstein/interior-with-water-lilies-1991(1).jpg,1991,Pop Art,interior,furniture-and-decoration|Room|Bedroom|Furniture|Interior design|Bed|Bed frame|Mattress|Table,,oil|canvas|magna,,"Tate Modern, London, UK",
https://www.wikiart.org/en/saul-zanolari/detail-god-gravity,2015,,https://uploads0.wikiart.org/00297/images/saul-zanolari/untitled-9.jpg!Large.jpg,2015,Digital Art,figurative,Picture frame,,digital,,,
https://www.wikiart.org/en/pablo-picasso/the-guitar-1916,1916,,https://uploads0.wikiart.org/images/pablo-picasso/the-guitar-1916.jpg!Large.jpg,1916,Synthetic Cubism,still life,musical-instruments,Cubist Period,paper|oil,,Private Collection,
https://www.wikiart.org/en/andrew-wyeth/charlie-ervine-1937,1937,,https://uploads3.wikiart.org/images/andrew-wyeth/not-detected-267560.jpg!Large.jpg,1937,Regionalism,portrait,male-portraits,,,,,
https://www.wikiart.org/en/theophile-steinlen/l-adieu-1916,1916,,https://uploads2.wikiart.org/images/theophile-steinlen/l-adieu-1916.jpg!Large.jpg,1916,Realism,illustration,Sketch|Figure drawing,,,,,
https://www.wikiart.org/en/pierre-alechinsky/l-eau-douce-1976,1976,,https://uploads4.wikiart.org/images/pierre-alechinsky/l-eau-douce-1976.jpg,1976,Neo-Expressionism,figurative,Font,,,,,
https://www.wikiart.org/en/arkady-rylov/autumn-on-the-tosna-river-1920,1920,,https://uploads4.wikiart.org/00307/images/arkady-rylov/1920-2.jpg!Large.jpg,1920,Symbolism,landscape,Natural landscape|Tree|autumn|Leaf|Bayou,,,,,
https://www.wikiart.org/en/konstantin-yuon/alexander-s-garden-near-the-kremlin-1924,1924,,https://uploads8.wikiart.org/images/konstantin-yuon/alexander-s-garden-near-the-kremlin-1924.jpg,1924,Impressionism,landscape,castles-and-fortresses|gardens-and-parks|Moscow|USSR|Tree|Natural landscape|Northern hardwood forest|Woody plant|Woodland|Plant|Forest,,oil|canvas,,,
https://www.wikiart.org/en/rosa-bonheur/the-highland-shepherd,,,https://uploads4.wikiart.org/00381/images/rosa-bonheur/the-highland-shepherd-rosa-bonheur.jpg!Large.jpg,,Realism,animal painting|portrait,,,,,,
https://www.wikiart.org/en/louise-abbema/hillyhocks,,,https://uploads3.wikiart.org/00437/images/louise-abbema/hollyhocks.jpg!Large.jpg,,,flower painting,,,,,,
https://www.wikiart.org/en/maximilien-luce/drinker-at-the-edge-of-the-cure-1908,1908,,https://uploads4.wikiart.org/00328/images/maximilien-luce/abreuvoir-au-bord-de-la-cure.PNG!Large.PNG,1908,Neo-Impressionism,landscape,,,oil,,,
https://www.wikiart.org/en/jean-leon-gerome/entry-of-the-christ-in-jerusalem,1897,,https://uploads6.wikiart.org/00382/images/jean-leon-gerome/g-r-me-l-entr-e-du-christ-j-rusalem-cadre.jpg!Large.jpg,1897,Academicism,religious painting,Christianity|Jesus-Christ|Jerusalem,,oil|canvas,,,
https://www.wikiart.org/en/childe-hassam/newfields-new-hampshire,1906,,https://uploads8.wikiart.org/images/childe-hassam/newfields-new-hampshire.jpg!Large.jpg,1906,Impressionism,landscape,houses-and-buildings|forests-and-trees|Natural landscape|Sky|Rural area|Cloud|Meadow|Tree,,,,,
https://www.wikiart.org/en/henry-villierme/hidden-valley-2007,2007,,https://uploads4.wikiart.org/images/henry-villierme/hidden-valley-2007.jpg,2007,Neo-Expressionism,landscape,Natural environment|Ecoregion,,,,,
https://www.wikiart.org/en/karoly-lotz/allegory-of-earth-1875,1875,,https://uploads7.wikiart.org/00317/images/karoly-lotz/lotz-allegory-of-earth-1870s.jpg,1875,Academicism,allegorical painting,,,,,,
https://www.wikiart.org/en/gustave-dore/eliezer-and-rebekah,,,https://uploads3.wikiart.org/images/gustave-dore/eliezer-and-rebekah.jpg!Large.jpg,,Romanticism,religious painting,Christianity|Eliezer|Rebekah,,,,,The Holy Bible
https://www.wikiart.org/en/william-merritt-chase/women-under-trellis,1886,,https://uploads3.wikiart.org/images/william-merritt-chase/women-under-trellis.jpg!Large.jpg,1886,Impressionism,genre painting,reading-and-writing|leisure-and-sleep|Tree,,oil|panel,,Private Collection,
https://www.wikiart.org/en/konstantin-makovsky/flowers-1,1884,,https://uploads0.wikiart.org/images/konstantin-makovsky/flowers-1.jpg!Large.jpg,1884,Realism,flower painting,flowers-and-plants|Flower|Floristry|Floral design|Flower Arranging|Plant|Bouquet|Botany,,,,,
https://www.wikiart.org/en/lubo-kristek/stabiliser-of-insufficient-number-of-hands-2013,2013,,https://uploads6.wikiart.org/00288/images/lubo-kristek-in-landsberg/stabiliser-of-insufficient-number-of-hands-2012-13.jpg!Large.jpg,2013,Surrealism|Neo-Dada,sculpture,Religious item|Cross|Crucifix|Symbol,,,,,
https://www.wikiart.org/en/zdzislaw-beksinski/untitled-1957-0,1957,,https://uploads2.wikiart.org/images/zdislav-beksinski/untitled-1957.jpg!Large.jpg,1957; Poland|1957,Surrealism,self-portrait,male-portraits|famous-people|Zdislav-Beksinski,,photomontage,,,
https://www.wikiart.org/en/claude-monet/cliffs-at-amont,1885,,https://uploads8.wikiart.org/images/claude-monet/cliffs-at-amont.jpg!Large.jpg,1885,Impressionism,landscape,Sky|Sea,,,,,
https://www.wikiart.org/en/pablo-picasso/our-futures-is-in-the-air-1912,1912,,https://uploads5.wikiart.org/images/pablo-picasso/our-futures-is-in-the-air-1912.jpg,1912,Cubism,still life,allegories-and-symbols|words|Font,Cubist Period,,,,
https://www.wikiart.org/en/ilya-repin/summer-landscape-in-kurskaya-guberniya-1915,1915,,https://uploads7.wikiart.org/images/ilya-repin/summer-landscape-in-kurskaya-guberniya-1915.jpg!Large.jpg,1915,Realism,landscape,Tree|Sky|Hill,,oil|canvas,,"Tretyakov Gallery, Moscow, Russia",
https://www.wikiart.org/en/cesar-domela/untitled-6,,,https://uploads2.wikiart.org/images/cesar-domela/untitled-6.jpg,,Concretism,abstract,Circle,,,,,
https://www.wikiart.org/en/pierre-alechinsky/with-raised-hand-a-main-lev-e-1967,1967,,https://uploads4.wikiart.org/images/pierre-alechinsky/with-raised-hand-a-main-lev-e-1967.jpg,1967,Expressionism,figurative,Organism,,,,,
https://www.wikiart.org/en/gerda-wegener/woman-with-two-dogs-1915,1915,,https://uploads5.wikiart.org/00333/images/gerda-wegener/woman-w-two-dogs-1915.jpg!Large.jpg,1915,Art Nouveau (Modern),genre painting,,,,,,
https://www.wikiart.org/en/mikalojus-ciurlionis/forest-1906,1906,,https://uploads3.wikiart.org/images/mikalojus-ciurlionis/forest-1906.jpg!Large.jpg,1906,Symbolism,landscape,twilight-and-night|forests-and-trees,,,,,
https://www.wikiart.org/en/mikalojus-ciurlionis/rex-i-1904,1904,,https://uploads2.wikiart.org/images/mikalojus-ciurlionis/rex-i-1904.jpg!Large.jpg,1904,Symbolism,symbolic painting,allegories-and-symbols|boats-and-ships|seas-and-oceans|Orange|Water|Reflection,,paper|pastel,,,Triptych Rex
https://www.wikiart.org/en/marc-chagall/prophet-eliah-1970,1970,Saint-paul-de-vence,https://uploads2.wikiart.org/images/marc-chagall/prophet-eliah-1970.jpg!Large.jpg,"Saint-paul-de-vence|1970; Saint-paul-de-vence, France|1970",Naïve Art (Primitivism),religious painting,animals|horses|prophets|Hebrew-Bible|Judaism|Elijah|Organism|Botany,,paper|lithography,,,
https://www.wikiart.org/en/charles-lapicque/l-orage-sur-br-h-t-1956,1956,,https://uploads1.wikiart.org/images/charles-lapicque/l-orage-sur-br-h-t-1956.jpg,1956,Fauvism,landscape,,,,,,
https://www.wikiart.org/en/larry-bell/fraction-1996,1996,,https://uploads3.wikiart.org/images/larry-bell/fraction-1996.jpg,1996,Post-Painterly Abstraction,abstract,,,,,,
https://www.wikiart.org/en/pierre-auguste-renoir/by-the-seashore-1883,1883,,https://uploads4.wikiart.org/images/pierre-auguste-renoir/by-the-seashore-1883.jpg!Large.jpg,1883,Impressionism,portrait,,Rejection of Impressionism,oil|canvas,,"Metropolitan Museum of Art (Met), New York City, NY, US",
https://www.wikiart.org/en/claude-rutault/d-finition-m-thode-178-rien-lire-1990,1990,,https://uploads5.wikiart.org/images/claude-rutault/d-finition-m-thode-178-rien-lire-1990.jpg!Large.jpg,1990,Conceptual Art,installation,Text|Line|Font,,,,,
https://www.wikiart.org/en/jean-baptiste-vanmour/sultan-ahmed-iii-1737,1737,,https://uploads0.wikiart.org/00296/images/jean-baptiste-vanmour/sultan-ahmed-iii-c.jpeg!Large.jpeg,1737,Orientalism|Baroque,portrait,,,oil,,"Rijksmuseum, Amsterdam, Netherlands",
https://www.wikiart.org/en/oleg-holosiy/living-room-interiors-1991,1991,,https://uploads7.wikiart.org/00335/images/oleg-holosiy/20210331-092742.jpg!Large.jpg,1991,,interior,,,,,,
https://www.wikiart.org/en/boris-kustodiev/portrait-of-k-b-kustodiev-1917,1917,,https://uploads8.wikiart.org/images/boris-kustodiev/portrait-of-k-b-kustodiev-1917.jpg!Large.jpg,1917,Realism,sketch and study,male-portraits|famous-people|K.B.-Kustodiev|Sketch|Standing,,,,,
https://www.wikiart.org/en/florine-stettheimer/maquette-wave-for-artists-ballet-orphee-of-the-quat-z-arts,1912,,https://uploads8.wikiart.org/00437/images/florine-stettheimer/1912maquette-wave-for-artist-s-ballet-orph-e-of-the-quat-z-arts.jpg!Large.jpg,1912,,,,,,,,
https://www.wikiart.org/en/vilhelm-hammershoi/an-old-woman-1886,1886,,https://uploads7.wikiart.org/images/vilhelm-hammershoi/an-old-woman-1886.jpg!Large.jpg,1886,Impressionism|Symbolism,portrait,,,,,,
https://www.wikiart.org/en/dana-schutz/sleepwalker-2015,2015,,https://uploads8.wikiart.org/00144/images/dana-schutz/sleepwalker-2015.jpg!Large.jpg,2015,Neo-Expressionism,portrait,,,,,,
https://www.wikiart.org/en/honore-daumier/dr-veron-1852-0,1852,,https://uploads4.wikiart.org/images/honore-daumier/dr-veron-1.jpg,1852,Realism,caricature,male-portraits|Tree,,,,"Château de Compiègne, Compiègne, France",
https://www.wikiart.org/en/mark-rothko/rites-of-lilith,1945,,https://uploads7.wikiart.org/images/mark-rothko/rites-of-lilith.jpg!Large.jpg,1945,Surrealism,figurative,,,,,,
https://www.wikiart.org/en/aztec-art/bell-1521,1521,,https://uploads8.wikiart.org/00294/images/aztec-art/bell.jpg!Large.jpg,1521,Post-classic (c.900-1580),jewelry,Bell,,copper,,"Metropolitan Museum of Art (Met), New York City, NY, US",
https://www.wikiart.org/en/aleksey-savrasov/winter-landscape-1871,1871,,https://uploads0.wikiart.org/images/aleksey-savrasov/winter-landscape-1871.jpg!Large.jpg,1871,Realism,landscape,cottages-and-farmhouses|forests-and-trees|Sky|winter|Snow|Freezing|Cloud|Barn|Ice,,,,,
https://www.wikiart.org/en/james-lee-byars/the-rose-table-of-perfect-1989,1989,,https://uploads7.wikiart.org/images/james-lee-byars/the-rose-table-of-perfect-1989.jpg,1989,Post-Minimalism,sculpture,Room,,,,,
https://www.wikiart.org/en/pierre-auguste-renoir/leontine-reading-1909,1909,,https://uploads5.wikiart.org/images/pierre-auguste-renoir/leontine-reading-1909.jpg!Large.jpg,1909,Impressionism,portrait,Lady,Later Years,oil|canvas,,Private Collection,
https://www.wikiart.org/en/victor-zaretsky/flowers-1970,1970,,https://uploads7.wikiart.org/00126/images/victor-zaretsky/flowers-1970c.jpg!Large.jpg,1970,Art Nouveau (Modern),flower painting,Flower|Botany|Plant|Sketch,,,,,
https://www.wikiart.org/en/jules-cheret/afisha-operetty-orfey-v-adu-1858,1858,,https://uploads3.wikiart.org/00313/images/zhyul-shere/045eaa9938fa0f2f112080db77b26ce0.jpg!Large.jpg,1858,Art Nouveau (Modern),poster,Album cover,,,,,
https://www.wikiart.org/en/radi-nedelchev/on-christmas-tree-2006,2006,,https://uploads7.wikiart.org/images/radi-nedelchev/on-christmas-tree-2006.jpg,2006,Naïve Art (Primitivism),genre painting,Toy,,,,,
https://www.wikiart.org/en/david-cox/vale-of-clwyd-1848,1848,,https://uploads8.wikiart.org/images/david-cox/vale-of-clwyd-1848.jpg!Large.jpg,1848,Romanticism,landscape,Sky|Natural landscape|Wilderness|Tree|Mountain,,,,,
https://www.wikiart.org/en/francesco-de-rossi-francesco-salviati/annunciation-1534,1534,,https://uploads0.wikiart.org/00291/images/francesco-de-rossi-francesco-salviati/francesco-salviati-annunciazione-1534-ca-roma-s-francesco-a-ripa-01.jpg!Large.jpg,1534,Mannerism (Late Renaissance),religious painting,,,,,"San Francesco a Ripa, Rome, Italy",
https://www.wikiart.org/en/mihaly-munkacsy/line-of-trees-1886,1886,,https://uploads5.wikiart.org/images/mihaly-munkacsy/line-of-trees-1886.jpg!Large.jpg,1886,Realism,landscape,Tree|Nature|Natural landscape|Natural environment|Sky|Woodland|Woody plant|Biome|Forest|Brown,,,,,
https://www.wikiart.org/en/aleksey-savrasov/landscape-with-boat,1860,,https://uploads7.wikiart.org/images/aleksey-savrasov/landscape-with-boat.jpg!Large.jpg,1860,Realism,landscape,Sky,,,,,
https://www.wikiart.org/en/rita-angus/arrowtown-1953,1953,,https://uploads2.wikiart.org/00315/images/rita-angus/arrowtown-1953.jpg!Large.jpg,1953,Regionalism,landscape,,,,,"Museum of New Zealand Te Papa Tongarewa, Wellington, New Zealand",
https://www.wikiart.org/en/paul-delvaux/the-strollers-1947,1947,,https://uploads2.wikiart.org/images/paul-delvaux/the-strollers-1947.jpg!Large.jpg,1947,Surrealism,nude painting (nu),streets-and-squares|female-nude|twilight-and-night,,oil|canvas,,,
https://www.wikiart.org/en/charles-turner/sir-isaac-heard-1817,1817,,https://uploads6.wikiart.org/images/charles-turner/sir-isaac-heard-1817.jpg!Large.jpg,1817,Romanticism,portrait,Photograph|Snapshot|Lady|Picture frame,,,,,
https://www.wikiart.org/en/marc-chagall/david-with-the-head-of-goliath-comes-to-saul-i-samuel-xvii-55-58,1956,,https://uploads3.wikiart.org/images/marc-chagall/david-with-the-head-of-goliath-comes-to-saul-i-samuel-xvii-55-58.jpg!Large.jpg,c.1956; France|1956,Naïve Art (Primitivism),religious painting,Saul|Hebrew-Bible|Judaism|David,,etching|paper,,,Etchings for the Bible (1930-1939; 1952-1956)
https://www.wikiart.org/en/vincent-van-gogh/olive-trees-1888,1888,"Arles, Bouches-du-Rhône",https://uploads4.wikiart.org/images/vincent-van-gogh/olive-trees-1888.jpg!Large.jpg,"Arles, Bouches-du-Rhône|1888|1888; Arles, Bouches-du-Rhône, France",Post-Impressionism,sketch and study,gardens-and-parks|cliffs-and-rocks|Tree|Botany,,paper|ink|pencil,,"Musée des Beaux-Arts Tournai, Tournai, Belgium",
